kraj,płeć,wiek,rok,wystąpień
AO,m,0-14,1995,386.0
AO,m,0-14,1996,360.0
AO,m,0-14,1997,419.0
AO,m,0-14,1998,240.0
AO,m,0-14,1999,391.0
AO,m,0-14,2000,186.0
AO,m,0-14,2001,230.0
AO,m,0-14,2002,435.0
AO,m,0-14,2003,409.0
AO,m,0-14,2004,554.0
AO,m,0-14,2005,520.0
AO,m,0-14,2006,540.0
AO,m,0-14,2007,484.0
AO,m,0-14,2008,367.0
AR,m,0-14,1996,113.0
AR,m,0-14,1997,96.0
AR,m,0-14,1998,84.0
AR,m,0-14,1999,90.0
AR,m,0-14,2000,97.0
AR,m,0-14,2001,78.0
AR,m,0-14,2002,70.0
AR,m,0-14,2003,89.0
AR,m,0-14,2004,64.0
AR,m,0-14,2005,64.0
AR,m,0-14,2006,67.0
AR,m,0-14,2007,77.0
AR,m,0-14,2008,69.0
AS,m,0-14,1997,1.0
AT,m,0-14,1995,4.0
AT,m,0-14,1997,24.0
AT,m,0-14,1999,0.0
AT,m,0-14,2000,1.0
AT,m,0-14,2001,1.0
AT,m,0-14,2002,1.0
AT,m,0-14,2003,0.0
AT,m,0-14,2004,1.0
AT,m,0-14,2005,1.0
AT,m,0-14,2006,1.0
AT,m,0-14,2007,1.0
AU,m,0-14,1997,1.0
AU,m,0-14,1998,0.0
AU,m,0-14,1999,0.0
AU,m,0-14,2000,3.0
AU,m,0-14,2001,1.0
AU,m,0-14,2002,1.0
AU,m,0-14,2003,0.0
AU,m,0-14,2004,0.0
AU,m,0-14,2005,0.0
AU,m,0-14,2006,1.0
AU,m,0-14,2007,3.0
AU,m,0-14,2008,2.0
AZ,m,0-14,1995,0.0
AZ,m,0-14,1996,0.0
AZ,m,0-14,1997,0.0
AZ,m,0-14,1998,0.0
AZ,m,0-14,1999,0.0
AZ,m,0-14,2000,0.0
AZ,m,0-14,2001,3.0
AZ,m,0-14,2002,6.0
AZ,m,0-14,2003,3.0
AZ,m,0-14,2004,8.0
AZ,m,0-14,2005,77.0
AZ,m,0-14,2006,6.0
BA,m,0-14,1995,0.0
BA,m,0-14,1996,5.0
BA,m,0-14,1997,5.0
BA,m,0-14,1998,1.0
BA,m,0-14,1999,2.0
BA,m,0-14,2000,4.0
BA,m,0-14,2001,6.0
BA,m,0-14,2002,1.0
BA,m,0-14,2003,4.0
BA,m,0-14,2004,3.0
BA,m,0-14,2005,1.0
BA,m,0-14,2006,0.0
BA,m,0-14,2007,0.0
BA,m,0-14,2008,0.0
BB,m,0-14,1996,0.0
BB,m,0-14,2000,0.0
BB,m,0-14,2001,0.0
BB,m,0-14,2007,0.0
BB,m,0-14,2008,0.0
BD,m,0-14,1995,29.0
BD,m,0-14,1996,45.0
BD,m,0-14,1997,201.0
BD,m,0-14,1998,254.0
BD,m,0-14,1999,259.0
BD,m,0-14,2000,256.0
BD,m,0-14,2001,283.0
BD,m,0-14,2002,449.0
BD,m,0-14,2003,320.0
BD,m,0-14,2004,420.0
BD,m,0-14,2005,524.0
BD,m,0-14,2006,607.0
BD,m,0-14,2007,523.0
BD,m,0-14,2008,422.0
BE,m,0-14,1995,3.0
BE,m,0-14,1996,1.0
BE,m,0-14,1997,3.0
BE,m,0-14,1998,3.0
BE,m,0-14,1999,2.0
BE,m,0-14,2000,3.0
BE,m,0-14,2001,8.0
BE,m,0-14,2002,1.0
BE,m,0-14,2003,6.0
BE,m,0-14,2004,1.0
BE,m,0-14,2005,1.0
BE,m,0-14,2006,4.0
BE,m,0-14,2007,2.0
BE,m,0-14,2008,3.0
BF,m,0-14,1995,4.0
BF,m,0-14,1996,3.0
BF,m,0-14,1997,3.0
BF,m,0-14,1998,4.0
BF,m,0-14,1999,13.0
BF,m,0-14,2000,12.0
BF,m,0-14,2001,7.0
BF,m,0-14,2002,6.0
BF,m,0-14,2003,14.0
BF,m,0-14,2004,10.0
BF,m,0-14,2005,18.0
BF,m,0-14,2006,13.0
BF,m,0-14,2007,8.0
BF,m,0-14,2008,8.0
BG,m,0-14,2000,0.0
BG,m,0-14,2001,1.0
BG,m,0-14,2002,2.0
BG,m,0-14,2003,3.0
BG,m,0-14,2004,10.0
BG,m,0-14,2005,9.0
BG,m,0-14,2006,6.0
BG,m,0-14,2007,7.0
BG,m,0-14,2008,2.0
BH,m,0-14,1995,0.0
BH,m,0-14,1996,0.0
BH,m,0-14,1997,1.0
BH,m,0-14,1998,0.0
BH,m,0-14,1999,0.0
BH,m,0-14,2000,0.0
BH,m,0-14,2001,0.0
BH,m,0-14,2002,0.0
BH,m,0-14,2003,0.0
BH,m,0-14,2004,0.0
BH,m,0-14,2005,0.0
BH,m,0-14,2006,0.0
BH,m,0-14,2007,0.0
BH,m,0-14,2008,0.0
BI,m,0-14,1995,5.0
BI,m,0-14,1996,16.0
BI,m,0-14,1997,21.0
BI,m,0-14,1998,45.0
BI,m,0-14,1999,64.0
BI,m,0-14,2001,34.0
BI,m,0-14,2002,16.0
BI,m,0-14,2003,32.0
BI,m,0-14,2004,24.0
BI,m,0-14,2005,34.0
BI,m,0-14,2006,30.0
BI,m,0-14,2007,26.0
BI,m,0-14,2008,30.0
BJ,m,0-14,1995,14.0
BJ,m,0-14,1996,17.0
BJ,m,0-14,1997,20.0
BJ,m,0-14,1998,20.0
BJ,m,0-14,1999,14.0
BJ,m,0-14,2000,19.0
BJ,m,0-14,2002,16.0
BJ,m,0-14,2003,20.0
BJ,m,0-14,2004,16.0
BJ,m,0-14,2005,21.0
BJ,m,0-14,2006,18.0
BJ,m,0-14,2008,20.0
BM,m,0-14,2004,0.0
BN,m,0-14,1999,0.0
BN,m,0-14,2000,0.0
BN,m,0-14,2002,2.0
BN,m,0-14,2003,0.0
BN,m,0-14,2004,0.0
BN,m,0-14,2005,0.0
BN,m,0-14,2006,2.0
BN,m,0-14,2007,0.0
BN,m,0-14,2008,0.0
BO,m,0-14,1996,178.0
BO,m,0-14,1997,150.0
BO,m,0-14,1998,167.0
BO,m,0-14,1999,222.0
BO,m,0-14,2000,166.0
BO,m,0-14,2001,165.0
BO,m,0-14,2002,231.0
BO,m,0-14,2003,156.0
BO,m,0-14,2004,161.0
BO,m,0-14,2005,157.0
BO,m,0-14,2006,127.0
BO,m,0-14,2007,116.0
BO,m,0-14,2008,128.0
BR,m,0-14,1999,301.0
BR,m,0-14,2000,1894.0
BR,m,0-14,2001,468.0
BR,m,0-14,2002,344.0
BR,m,0-14,2003,382.0
BR,m,0-14,2004,337.0
BR,m,0-14,2005,317.0
BR,m,0-14,2006,343.0
BR,m,0-14,2007,371.0
BR,m,0-14,2008,298.0
BS,m,0-14,1995,3.0
BS,m,0-14,1996,0.0
BS,m,0-14,1997,0.0
BS,m,0-14,1998,0.0
BS,m,0-14,1999,1.0
BS,m,0-14,2000,1.0
BS,m,0-14,2002,2.0
BS,m,0-14,2003,0.0
BS,m,0-14,2004,3.0
BS,m,0-14,2007,0.0
BS,m,0-14,2008,0.0
BT,m,0-14,1995,2.0
BT,m,0-14,1996,4.0
BT,m,0-14,1997,4.0
BT,m,0-14,1998,3.0
BT,m,0-14,1999,10.0
BT,m,0-14,2000,6.0
BT,m,0-14,2001,3.0
BT,m,0-14,2002,5.0
BT,m,0-14,2003,9.0
BT,m,0-14,2004,1.0
BT,m,0-14,2005,1.0
BT,m,0-14,2006,0.0
BT,m,0-14,2007,2.0
BT,m,0-14,2008,3.0
BW,m,0-14,1997,29.0
BW,m,0-14,1999,18.0
BW,m,0-14,2000,25.0
BW,m,0-14,2001,15.0
BW,m,0-14,2002,17.0
BW,m,0-14,2003,22.0
BW,m,0-14,2004,29.0
BW,m,0-14,2005,27.0
BW,m,0-14,2006,36.0
BW,m,0-14,2007,25.0
BW,m,0-14,2008,27.0
BY,m,0-14,2001,2.0
BY,m,0-14,2002,0.0
BY,m,0-14,2003,0.0
BZ,m,0-14,1995,1.0
BZ,m,0-14,1996,1.0
BZ,m,0-14,1997,2.0
BZ,m,0-14,2000,2.0
BZ,m,0-14,2001,0.0
BZ,m,0-14,2002,4.0
BZ,m,0-14,2003,1.0
BZ,m,0-14,2004,0.0
BZ,m,0-14,2005,0.0
BZ,m,0-14,2006,3.0
BZ,m,0-14,2007,1.0
BZ,m,0-14,2008,1.0
CA,m,0-14,1980,12.0
CA,m,0-14,1981,8.0
CA,m,0-14,1982,6.0
CA,m,0-14,1983,9.0
CA,m,0-14,1984,3.0
CA,m,0-14,1985,11.0
CA,m,0-14,1986,9.0
CA,m,0-14,1987,9.0
CA,m,0-14,1988,4.0
CA,m,0-14,1989,10.0
CA,m,0-14,1990,3.0
CA,m,0-14,1991,7.0
CA,m,0-14,1992,6.0
CA,m,0-14,1993,8.0
CA,m,0-14,1994,2.0
CA,m,0-14,1995,1.0
CA,m,0-14,1996,3.0
CA,m,0-14,1997,0.0
CA,m,0-14,1998,4.0
CA,m,0-14,1999,0.0
CA,m,0-14,2000,5.0
CA,m,0-14,2001,6.0
CA,m,0-14,2002,0.0
CA,m,0-14,2003,1.0
CA,m,0-14,2004,2.0
CA,m,0-14,2005,3.0
CA,m,0-14,2006,2.0
CA,m,0-14,2007,5.0
CA,m,0-14,2008,2.0
CD,m,0-14,1995,373.0
CD,m,0-14,1996,228.0
CD,m,0-14,1997,259.0
CD,m,0-14,1998,455.0
CD,m,0-14,1999,474.0
CD,m,0-14,2000,485.0
CD,m,0-14,2001,581.0
CD,m,0-14,2002,649.0
CD,m,0-14,2003,854.0
CD,m,0-14,2004,1195.0
CD,m,0-14,2005,1321.0
CD,m,0-14,2006,1122.0
CD,m,0-14,2007,1343.0
CD,m,0-14,2008,1515.0
CF,m,0-14,1995,38.0
CF,m,0-14,1996,46.0
CF,m,0-14,1997,54.0
CF,m,0-14,1998,28.0
CF,m,0-14,1999,28.0
CF,m,0-14,2001,15.0
CF,m,0-14,2002,76.0
CF,m,0-14,2004,12.0
CF,m,0-14,2005,29.0
CF,m,0-14,2006,48.0
CF,m,0-14,2008,68.0
CG,m,0-14,1995,16.0
CG,m,0-14,1999,17.0
CG,m,0-14,2001,31.0
CG,m,0-14,2004,9.0
CG,m,0-14,2006,32.0
CG,m,0-14,2007,28.0
CG,m,0-14,2008,31.0
CH,m,0-14,1995,0.0
CH,m,0-14,1996,1.0
CH,m,0-14,1997,0.0
CH,m,0-14,1998,0.0
CH,m,0-14,1999,1.0
CH,m,0-14,2000,0.0
CH,m,0-14,2001,0.0
CH,m,0-14,2002,0.0
CH,m,0-14,2003,0.0
CH,m,0-14,2004,0.0
CH,m,0-14,2005,1.0
CH,m,0-14,2006,1.0
CH,m,0-14,2007,0.0
CH,m,0-14,2008,0.0
CI,m,0-14,1995,41.0
CI,m,0-14,1996,118.0
CI,m,0-14,1997,87.0
CI,m,0-14,1998,72.0
CI,m,0-14,1999,98.0
CI,m,0-14,2001,108.0
CI,m,0-14,2002,102.0
CI,m,0-14,2003,116.0
CI,m,0-14,2004,114.0
CI,m,0-14,2005,128.0
CI,m,0-14,2006,171.0
CI,m,0-14,2007,173.0
CI,m,0-14,2008,261.0
CK,m,0-14,1980,0.0
CK,m,0-14,1981,0.0
CK,m,0-14,1982,0.0
CK,m,0-14,1983,0.0
CK,m,0-14,1984,0.0
CK,m,0-14,1985,1.0
CK,m,0-14,1986,0.0
CK,m,0-14,1987,0.0
CK,m,0-14,1989,0.0
CK,m,0-14,1991,0.0
CK,m,0-14,1992,0.0
CK,m,0-14,1993,0.0
CK,m,0-14,1994,0.0
CK,m,0-14,1995,0.0
CK,m,0-14,1996,0.0
CK,m,0-14,1997,0.0
CK,m,0-14,1998,0.0
CK,m,0-14,2000,0.0
CK,m,0-14,2001,0.0
CK,m,0-14,2002,0.0
CK,m,0-14,2003,0.0
CK,m,0-14,2004,0.0
CK,m,0-14,2005,0.0
CK,m,0-14,2006,0.0
CL,m,0-14,1995,24.0
CL,m,0-14,1996,8.0
CL,m,0-14,1997,11.0
CL,m,0-14,1999,4.0
CL,m,0-14,2000,6.0
CL,m,0-14,2001,2.0
CL,m,0-14,2002,6.0
CL,m,0-14,2003,1.0
CL,m,0-14,2004,3.0
CL,m,0-14,2005,3.0
CL,m,0-14,2006,12.0
CL,m,0-14,2007,3.0
CL,m,0-14,2008,7.0
CM,m,0-14,1995,20.0
CM,m,0-14,1996,34.0
CM,m,0-14,1997,36.0
CM,m,0-14,1998,15.0
CM,m,0-14,1999,49.0
CM,m,0-14,2000,41.0
CM,m,0-14,2001,24.0
CM,m,0-14,2002,66.0
CM,m,0-14,2003,100.0
CM,m,0-14,2004,127.0
CM,m,0-14,2005,134.0
CM,m,0-14,2006,112.0
CM,m,0-14,2007,121.0
CM,m,0-14,2008,108.0
CN,m,0-14,1995,1102.0
CN,m,0-14,1996,1409.0
CN,m,0-14,1997,1456.0
CN,m,0-14,1998,1481.0
CN,m,0-14,1999,1247.0
CN,m,0-14,2000,1131.0
CN,m,0-14,2001,1213.0
CN,m,0-14,2002,925.0
CN,m,0-14,2003,1133.0
CN,m,0-14,2004,1375.0
CN,m,0-14,2005,1416.0
CN,m,0-14,2006,1023.0
CN,m,0-14,2007,878.0
CN,m,0-14,2008,751.0
CO,m,0-14,1999,270.0
CO,m,0-14,2000,246.0
CO,m,0-14,2001,223.0
CO,m,0-14,2002,209.0
CO,m,0-14,2003,237.0
CO,m,0-14,2004,208.0
CO,m,0-14,2005,178.0
CO,m,0-14,2006,219.0
CO,m,0-14,2007,144.0
CO,m,0-14,2008,136.0
CR,m,0-14,1995,1.0
CR,m,0-14,1996,0.0
CR,m,0-14,1997,37.0
CR,m,0-14,1998,30.0
CR,m,0-14,1999,4.0
CR,m,0-14,2000,14.0
CR,m,0-14,2001,2.0
CR,m,0-14,2002,3.0
CR,m,0-14,2003,3.0
CR,m,0-14,2004,1.0
CR,m,0-14,2005,1.0
CR,m,0-14,2006,1.0
CR,m,0-14,2007,4.0
CR,m,0-14,2008,3.0
CU,m,0-14,1995,2.0
CU,m,0-14,1996,0.0
CU,m,0-14,1997,0.0
CU,m,0-14,1998,0.0
CU,m,0-14,1999,1.0
CU,m,0-14,2000,0.0
CU,m,0-14,2001,0.0
CU,m,0-14,2002,0.0
CU,m,0-14,2003,2.0
CU,m,0-14,2004,0.0
CU,m,0-14,2005,2.0
CU,m,0-14,2008,2.0
CV,m,0-14,1997,0.0
CV,m,0-14,1998,2.0
CV,m,0-14,2001,0.0
CV,m,0-14,2002,3.0
CV,m,0-14,2003,3.0
CV,m,0-14,2004,1.0
CV,m,0-14,2005,0.0
CV,m,0-14,2006,2.0
CV,m,0-14,2007,0.0
CV,m,0-14,2008,0.0
CY,m,0-14,1995,0.0
CY,m,0-14,1996,0.0
CY,m,0-14,1998,0.0
CY,m,0-14,1999,5.0
CY,m,0-14,2002,0.0
CY,m,0-14,2003,0.0
CY,m,0-14,2004,0.0
CY,m,0-14,2005,0.0
CY,m,0-14,2006,0.0
CY,m,0-14,2007,0.0
CY,m,0-14,2008,0.0
CZ,m,0-14,1995,2.0
CZ,m,0-14,1996,1.0
CZ,m,0-14,1997,0.0
CZ,m,0-14,1998,0.0
CZ,m,0-14,1999,2.0
CZ,m,0-14,2000,0.0
CZ,m,0-14,2001,0.0
CZ,m,0-14,2002,0.0
CZ,m,0-14,2003,0.0
CZ,m,0-14,2004,0.0
CZ,m,0-14,2005,0.0
CZ,m,0-14,2006,0.0
CZ,m,0-14,2007,0.0
CZ,m,0-14,2008,0.0
DE,m,0-14,1995,14.0
DE,m,0-14,1996,20.0
DE,m,0-14,1997,11.0
DE,m,0-14,1998,9.0
DE,m,0-14,1999,13.0
DE,m,0-14,2001,3.0
DE,m,0-14,2002,3.0
DE,m,0-14,2003,2.0
DE,m,0-14,2004,5.0
DE,m,0-14,2005,6.0
DE,m,0-14,2006,2.0
DE,m,0-14,2007,2.0
DE,m,0-14,2008,2.0
DJ,m,0-14,1996,30.0
DJ,m,0-14,1997,52.0
DJ,m,0-14,1998,23.0
DJ,m,0-14,1999,25.0
DJ,m,0-14,2000,17.0
DJ,m,0-14,2001,17.0
DJ,m,0-14,2002,20.0
DJ,m,0-14,2003,10.0
DJ,m,0-14,2004,19.0
DJ,m,0-14,2005,18.0
DJ,m,0-14,2006,14.0
DJ,m,0-14,2007,14.0
DJ,m,0-14,2008,17.0
DK,m,0-14,1995,0.0
DK,m,0-14,1996,0.0
DK,m,0-14,1997,1.0
DK,m,0-14,1998,0.0
DK,m,0-14,1999,4.0
DK,m,0-14,2000,5.0
DK,m,0-14,2001,1.0
DK,m,0-14,2002,2.0
DK,m,0-14,2003,3.0
DK,m,0-14,2004,1.0
DK,m,0-14,2005,0.0
DK,m,0-14,2006,0.0
DK,m,0-14,2007,0.0
DK,m,0-14,2008,0.0
DM,m,0-14,1996,0.0
DM,m,0-14,1997,0.0
DM,m,0-14,1998,0.0
DM,m,0-14,2006,0.0
DM,m,0-14,2007,0.0
DM,m,0-14,2008,0.0
DO,m,0-14,1996,17.0
DO,m,0-14,1997,76.0
DO,m,0-14,1998,62.0
DO,m,0-14,1999,90.0
DO,m,0-14,2000,73.0
DO,m,0-14,2002,39.0
DO,m,0-14,2003,52.0
DO,m,0-14,2004,45.0
DO,m,0-14,2005,43.0
DO,m,0-14,2006,25.0
DO,m,0-14,2007,23.0
DO,m,0-14,2008,16.0
DZ,m,0-14,1997,659.0
DZ,m,0-14,1999,40.0
DZ,m,0-14,2000,59.0
DZ,m,0-14,2001,41.0
DZ,m,0-14,2002,39.0
DZ,m,0-14,2003,40.0
DZ,m,0-14,2004,63.0
DZ,m,0-14,2005,53.0
DZ,m,0-14,2006,41.0
DZ,m,0-14,2007,95.0
DZ,m,0-14,2008,99.0
EC,m,0-14,1998,169.0
EC,m,0-14,2001,39.0
EC,m,0-14,2003,18.0
EC,m,0-14,2004,84.0
EC,m,0-14,2005,48.0
EC,m,0-14,2006,32.0
EC,m,0-14,2007,42.0
EC,m,0-14,2008,32.0
EE,m,0-14,1996,1.0
EE,m,0-14,1997,0.0
EE,m,0-14,1998,0.0
EE,m,0-14,1999,0.0
EE,m,0-14,2000,0.0
EE,m,0-14,2001,0.0
EE,m,0-14,2002,0.0
EE,m,0-14,2003,0.0
EE,m,0-14,2004,0.0
EE,m,0-14,2005,0.0
EE,m,0-14,2006,0.0
EE,m,0-14,2007,0.0
EE,m,0-14,2008,0.0
EG,m,0-14,1995,223.0
EG,m,0-14,1996,58.0
EG,m,0-14,1997,50.0
EG,m,0-14,1998,45.0
EG,m,0-14,1999,31.0
EG,m,0-14,2000,21.0
EG,m,0-14,2001,34.0
EG,m,0-14,2002,39.0
EG,m,0-14,2003,42.0
EG,m,0-14,2004,14.0
EG,m,0-14,2005,25.0
EG,m,0-14,2006,54.0
EG,m,0-14,2007,35.0
EG,m,0-14,2008,13.0
ER,m,0-14,1997,0.0
ER,m,0-14,1998,4.0
ER,m,0-14,1999,3.0
ER,m,0-14,2000,9.0
ER,m,0-14,2001,5.0
ER,m,0-14,2002,16.0
ER,m,0-14,2003,17.0
ER,m,0-14,2004,14.0
ER,m,0-14,2005,9.0
ER,m,0-14,2006,6.0
ER,m,0-14,2007,21.0
ES,m,0-14,1995,22.0
ES,m,0-14,1998,25.0
ES,m,0-14,2001,13.0
ES,m,0-14,2002,22.0
ES,m,0-14,2003,7.0
ES,m,0-14,2004,14.0
ES,m,0-14,2005,13.0
ES,m,0-14,2006,18.0
ES,m,0-14,2007,10.0
ES,m,0-14,2008,18.0
ET,m,0-14,1995,247.0
ET,m,0-14,1996,302.0
ET,m,0-14,1997,579.0
ET,m,0-14,1998,715.0
ET,m,0-14,1999,692.0
ET,m,0-14,2000,915.0
ET,m,0-14,2001,913.0
ET,m,0-14,2002,1251.0
ET,m,0-14,2003,1110.0
ET,m,0-14,2004,1160.0
ET,m,0-14,2005,1109.0
ET,m,0-14,2006,978.0
ET,m,0-14,2007,1055.0
ET,m,0-14,2008,978.0
FI,m,0-14,1995,1.0
FI,m,0-14,1996,0.0
FI,m,0-14,1997,0.0
FI,m,0-14,1998,0.0
FI,m,0-14,1999,0.0
FI,m,0-14,2000,0.0
FI,m,0-14,2001,0.0
FI,m,0-14,2002,0.0
FI,m,0-14,2003,0.0
FI,m,0-14,2004,0.0
FI,m,0-14,2005,1.0
FI,m,0-14,2006,0.0
FI,m,0-14,2007,0.0
FI,m,0-14,2008,0.0
FJ,m,0-14,1994,2.0
FJ,m,0-14,1995,0.0
FJ,m,0-14,1996,1.0
FJ,m,0-14,1997,1.0
FJ,m,0-14,1998,0.0
FJ,m,0-14,1999,1.0
FJ,m,0-14,2000,0.0
FJ,m,0-14,2001,0.0
FJ,m,0-14,2002,1.0
FJ,m,0-14,2003,2.0
FJ,m,0-14,2004,0.0
FJ,m,0-14,2005,7.0
FJ,m,0-14,2006,0.0
FJ,m,0-14,2007,1.0
FM,m,0-14,1995,0.0
FM,m,0-14,1996,0.0
FM,m,0-14,1997,0.0
FM,m,0-14,1998,4.0
FM,m,0-14,2000,0.0
FM,m,0-14,2001,0.0
FM,m,0-14,2002,2.0
FM,m,0-14,2003,0.0
FM,m,0-14,2004,0.0
FM,m,0-14,2006,14.0
FM,m,0-14,2007,1.0
FM,m,0-14,2008,1.0
FR,m,0-14,1995,30.0
FR,m,0-14,1996,36.0
FR,m,0-14,1997,24.0
FR,m,0-14,1999,13.0
FR,m,0-14,2000,10.0
FR,m,0-14,2001,10.0
FR,m,0-14,2002,24.0
FR,m,0-14,2003,18.0
FR,m,0-14,2004,13.0
FR,m,0-14,2005,12.0
FR,m,0-14,2006,17.0
FR,m,0-14,2007,17.0
FR,m,0-14,2008,10.0
GA,m,0-14,1995,3.0
GA,m,0-14,1996,0.0
GA,m,0-14,1998,14.0
GA,m,0-14,1999,14.0
GA,m,0-14,2001,21.0
GA,m,0-14,2002,10.0
GA,m,0-14,2003,14.0
GA,m,0-14,2004,17.0
GA,m,0-14,2005,13.0
GA,m,0-14,2006,20.0
GA,m,0-14,2008,14.0
GB,m,0-14,1997,2.0
GB,m,0-14,1998,11.0
GB,m,0-14,1999,8.0
GB,m,0-14,2000,8.0
GB,m,0-14,2001,10.0
GB,m,0-14,2002,6.0
GB,m,0-14,2003,13.0
GB,m,0-14,2004,10.0
GB,m,0-14,2005,9.0
GB,m,0-14,2006,9.0
GB,m,0-14,2007,13.0
GB,m,0-14,2008,5.0
GD,m,0-14,1997,0.0
GD,m,0-14,1998,0.0
GD,m,0-14,1999,0.0
GD,m,0-14,2006,0.0
GE,m,0-14,1995,2.0
GE,m,0-14,1996,4.0
GE,m,0-14,1997,0.0
GE,m,0-14,1998,4.0
GE,m,0-14,1999,5.0
GE,m,0-14,2000,4.0
GE,m,0-14,2001,4.0
GE,m,0-14,2002,1.0
GE,m,0-14,2003,1.0
GE,m,0-14,2004,3.0
GE,m,0-14,2005,0.0
GE,m,0-14,2006,3.0
GE,m,0-14,2007,7.0
GE,m,0-14,2008,161.0
GH,m,0-14,1995,42.0
GH,m,0-14,1996,30.0
GH,m,0-14,1997,77.0
GH,m,0-14,1998,83.0
GH,m,0-14,1999,64.0
GH,m,0-14,2000,73.0
GH,m,0-14,2001,84.0
GH,m,0-14,2002,80.0
GH,m,0-14,2003,79.0
GH,m,0-14,2004,54.0
GH,m,0-14,2005,49.0
GH,m,0-14,2006,33.0
GH,m,0-14,2007,66.0
GM,m,0-14,1995,3.0
GM,m,0-14,1996,29.0
GM,m,0-14,1997,2.0
GM,m,0-14,1998,6.0
GM,m,0-14,1999,6.0
GM,m,0-14,2002,2.0
GM,m,0-14,2003,3.0
GM,m,0-14,2004,5.0
GM,m,0-14,2005,13.0
GM,m,0-14,2006,13.0
GM,m,0-14,2008,7.0
GN,m,0-14,1995,18.0
GN,m,0-14,1996,29.0
GN,m,0-14,1997,25.0
GN,m,0-14,1998,22.0
GN,m,0-14,1999,30.0
GN,m,0-14,2000,39.0
GN,m,0-14,2001,24.0
GN,m,0-14,2002,24.0
GN,m,0-14,2003,34.0
GN,m,0-14,2004,38.0
GN,m,0-14,2005,51.0
GN,m,0-14,2006,31.0
GN,m,0-14,2007,46.0
GN,m,0-14,2008,56.0
GQ,m,0-14,1995,8.0
GQ,m,0-14,1997,5.0
GQ,m,0-14,1998,6.0
GQ,m,0-14,2004,5.0
GQ,m,0-14,2008,8.0
GR,m,0-14,1997,0.0
GR,m,0-14,1998,15.0
GR,m,0-14,1999,3.0
GR,m,0-14,2000,1.0
GR,m,0-14,2001,0.0
GR,m,0-14,2002,0.0
GR,m,0-14,2003,2.0
GR,m,0-14,2004,1.0
GR,m,0-14,2005,1.0
GR,m,0-14,2006,0.0
GR,m,0-14,2007,1.0
GR,m,0-14,2008,0.0
GT,m,0-14,1995,51.0
GT,m,0-14,1996,75.0
GT,m,0-14,1997,45.0
GT,m,0-14,1998,60.0
GT,m,0-14,1999,34.0
GT,m,0-14,2000,36.0
GT,m,0-14,2001,27.0
GT,m,0-14,2002,27.0
GT,m,0-14,2003,29.0
GT,m,0-14,2004,43.0
GT,m,0-14,2005,39.0
GT,m,0-14,2007,74.0
GT,m,0-14,2008,19.0
GU,m,0-14,2000,2.0
GU,m,0-14,2001,0.0
GU,m,0-14,2002,3.0
GU,m,0-14,2003,0.0
GU,m,0-14,2004,0.0
GU,m,0-14,2005,0.0
GU,m,0-14,2006,0.0
GU,m,0-14,2007,0.0
GU,m,0-14,2008,0.0
GW,m,0-14,1996,9.0
GW,m,0-14,2000,2.0
GW,m,0-14,2002,7.0
GW,m,0-14,2003,9.0
GW,m,0-14,2004,16.0
GW,m,0-14,2005,14.0
GW,m,0-14,2006,8.0
GW,m,0-14,2008,8.0
GY,m,0-14,1995,7.0
GY,m,0-14,1996,4.0
GY,m,0-14,1997,1.0
GY,m,0-14,1998,9.0
GY,m,0-14,2000,4.0
GY,m,0-14,2001,1.0
GY,m,0-14,2002,20.0
GY,m,0-14,2003,10.0
GY,m,0-14,2004,9.0
GY,m,0-14,2005,12.0
GY,m,0-14,2006,6.0
GY,m,0-14,2007,2.0
GY,m,0-14,2008,7.0
HK,m,0-14,1997,5.0
HK,m,0-14,1999,3.0
HK,m,0-14,2000,4.0
HK,m,0-14,2001,6.0
HK,m,0-14,2002,2.0
HK,m,0-14,2003,8.0
HK,m,0-14,2004,3.0
HK,m,0-14,2005,3.0
HK,m,0-14,2006,3.0
HK,m,0-14,2007,5.0
HK,m,0-14,2008,0.0
HN,m,0-14,1995,42.0
HN,m,0-14,1996,51.0
HN,m,0-14,1997,26.0
HN,m,0-14,1998,147.0
HN,m,0-14,1999,150.0
HN,m,0-14,2000,30.0
HN,m,0-14,2001,12.0
HN,m,0-14,2002,76.0
HN,m,0-14,2003,52.0
HN,m,0-14,2004,54.0
HN,m,0-14,2005,13.0
HN,m,0-14,2006,21.0
HN,m,0-14,2007,21.0
HN,m,0-14,2008,11.0
HR,m,0-14,1995,6.0
HR,m,0-14,1997,12.0
HR,m,0-14,1998,14.0
HR,m,0-14,1999,1.0
HR,m,0-14,2001,0.0
HR,m,0-14,2002,1.0
HR,m,0-14,2003,0.0
HR,m,0-14,2004,1.0
HR,m,0-14,2005,1.0
HR,m,0-14,2006,0.0
HR,m,0-14,2008,0.0
HT,m,0-14,1996,148.0
HT,m,0-14,1997,156.0
HT,m,0-14,1998,188.0
HT,m,0-14,1999,286.0
HT,m,0-14,2000,67.0
HT,m,0-14,2001,72.0
HT,m,0-14,2002,79.0
HT,m,0-14,2003,89.0
HT,m,0-14,2004,94.0
HT,m,0-14,2005,69.0
HT,m,0-14,2006,93.0
HT,m,0-14,2007,104.0
HT,m,0-14,2008,90.0
HU,m,0-14,1996,3.0
HU,m,0-14,1997,0.0
HU,m,0-14,1998,0.0
HU,m,0-14,1999,2.0
HU,m,0-14,2000,0.0
HU,m,0-14,2001,1.0
